Date,USD,EUR
1994-07-25,385.0,313.19
1994-07-26,386.2,314.5
1994-07-27,388.55,315.04
1994-07-28,387.1,314.38
1994-07-29,384.0,313.37
1994-08-01,383.85,310.64
1994-08-02,380.0,308.92
1994-08-03,378.45,307.0
1994-08-04,377.5,306.53
1994-08-05,378.3,307.38
1994-08-08,377.6,306.67
1994-08-09,378.65,307.96
1994-08-10,378.3,306.74
1994-08-11,377.6,308.5
1994-08-12,378.2,304.7
1994-08-15,376.6,302.92
1994-08-16,376.3,302.91
1994-08-17,377.2,304.19
1994-08-18,380.65,304.87
1994-08-19,381.8,304.1
1994-08-22,382.6,302.92
1994-08-23,381.35,302.9
1994-08-24,383.9,305.52
1994-08-25,383.3,305.98
1994-08-26,383.3,308.89
1994-08-29,383.3,312.61
1994-08-30,386.6,314.47
1994-08-31,385.75,313.0
1994-09-01,386.0,313.06
1994-09-02,386.7,311.04
1994-09-05,386.9,309.93
1994-09-06,387.6,308.76
1994-09-07,389.7,311.79
1994-09-08,391.5,314.47
1994-09-09,390.75,311.19
1994-09-12,391.1,311.48
1994-09-13,389.6,311.04
1994-09-14,390.3,309.66
1994-09-15,388.0,309.25
1994-09-16,390.0,308.86
1994-09-19,389.9,311.6
1994-09-20,393.9,314.13
1994-09-21,394.9,313.75
1994-09-22,393.7,313.93
1994-09-23,395.7,314.55
1994-09-26,395.8,316.39
1994-09-27,395.8,314.8
1994-09-28,396.25,315.07
1994-09-29,395.7,314.37
1994-09-30,394.85,314.77
1994-10-03,393.15,314.4
1994-10-04,392.45,312.99
1994-10-05,393.7,312.74
1994-10-06,392.0,311.58
1994-10-07,392.0,311.07
1994-10-10,391.2,312.16
1994-10-11,387.65,308.94
1994-10-12,387.9,308.17
1994-10-13,387.25,307.75
1994-10-14,387.45,303.82
1994-10-17,389.0,301.98
1994-10-18,389.75,301.7
1994-10-19,391.1,303.01
1994-10-20,391.55,303.26
1994-10-21,390.95,301.83
1994-10-24,389.3,300.74
1994-10-25,389.2,299.71
1994-10-26,388.9,299.87
1994-10-27,389.15,300.33
1994-10-28,387.7,301.83
1994-10-31,383.85,298.37
1994-11-01,384.5,297.65
1994-11-02,383.85,296.54
1994-11-03,383.8,300.24
1994-11-04,383.8,302.1
1994-11-07,382.7,299.83
1994-11-08,384.65,300.18
1994-11-09,383.6,303.34
1994-11-10,384.2,304.5
1994-11-11,385.3,304.11
1994-11-14,385.1,307.42
1994-11-15,386.7,308.64
1994-11-16,386.25,309.37
1994-11-17,386.75,309.32
1994-11-18,384.0,308.19
1994-11-21,383.4,308.73
1994-11-22,383.8,308.42
1994-11-23,384.7,309.33
1994-11-24,384.3,309.87
1994-11-25,384.85,310.75
1994-11-28,384.0,310.72
1994-11-29,383.2,309.43
1994-11-30,383.1,311.1
1994-12-01,380.1,308.79
1994-12-02,379.0,308.96
1994-12-05,376.6,306.62
1994-12-06,375.75,305.98
1994-12-07,377.0,306.54
1994-12-08,376.2,307.22
1994-12-09,376.5,307.36
1994-12-12,377.15,307.5
1994-12-13,379.1,309.51
1994-12-14,380.5,310.05
1994-12-15,379.2,309.29
1994-12-16,380.35,310.16
1994-12-19,379.2,310.1
1994-12-20,381.9,312.18
1994-12-21,382.05,311.87
1994-12-22,381.55,313.11
1994-12-23,381.55,312.5
1994-12-26,381.55,312.5
1994-12-27,381.55,312.42
1994-12-28,381.75,312.3
1994-12-29,383.25,309.4
1994-12-30,383.25,308.79
1995-01-02,383.25,308.79
1995-01-03,380.9,307.5
1995-01-04,375.6,304.33
1995-01-05,375.3,303.28
1995-01-06,375.2,304.23
1995-01-09,372.4,301.68
1995-01-10,374.1,300.24
1995-01-11,375.6,301.61
1995-01-12,380.5,304.56
1995-01-13,378.6,303.38
1995-01-16,377.55,301.15
1995-01-17,379.8,303.67
1995-01-18,382.6,305.99
1995-01-19,381.9,305.44
1995-01-20,383.85,304.34
1995-01-23,382.35,301.51
1995-01-24,381.3,301.21
1995-01-25,381.45,302.62
1995-01-26,381.35,301.97
1995-01-27,378.4,299.49
1995-01-30,375.9,297.14
1995-01-31,374.9,297.3
1995-02-01,376.25,299.54
1995-02-02,375.9,298.81
1995-02-03,375.65,299.85
1995-02-06,374.5,299.64
1995-02-07,374.5,300.18
1995-02-08,374.6,299.45
1995-02-09,376.6,300.85
1995-02-10,376.4,299.77
1995-02-13,374.5,297.44
1995-02-14,376.0,297.61
1995-02-15,376.6,297.33
1995-02-16,376.75,294.96
1995-02-17,378.25,296.1
1995-02-20,379.2,294.02
1995-02-21,378.65,295.41
1995-02-22,379.2,294.56
1995-02-23,379.5,295.23
1995-02-24,377.75,295.57
1995-02-27,375.6,292.6
1995-02-28,376.4,293.58
1995-03-01,375.7,292.02
1995-03-02,374.75,291.49
1995-03-03,377.25,288.99
1995-03-06,378.85,286.59
1995-03-07,382.0,288.05
1995-03-08,380.0,285.04
1995-03-09,380.9,286.67
1995-03-10,381.4,291.72
1995-03-13,385.5,294.09
1995-03-14,384.7,293.96
1995-03-15,386.15,291.52
1995-03-16,383.7,289.56
1995-03-17,382.65,290.21
1995-03-20,382.2,291.26
1995-03-21,382.9,292.9
1995-03-22,382.25,291.87
1995-03-23,383.45,292.54
1995-03-24,382.1,292.47
1995-03-27,382.2,291.2
1995-03-28,381.7,289.65
1995-03-29,383.0,287.15
1995-03-30,383.4,292.35
1995-03-31,392.0,291.35
1995-04-03,392.3,293.06
1995-04-04,391.7,294.63
1995-04-05,392.05,294.32
1995-04-06,393.4,293.6
1995-04-07,393.1,293.26
1995-04-10,389.3,294.86
1995-04-11,390.0,294.98
1995-04-12,390.05,295.79
1995-04-13,389.2,291.69
1995-04-14,389.2,291.9
1995-04-17,389.2,288.59
1995-04-18,392.85,291.54
1995-04-19,395.55,292.28
1995-04-20,393.3,293.7
1995-04-21,390.35,292.38
1995-04-24,390.65,290.8
1995-04-25,389.75,288.51
1995-04-26,388.9,291.14
1995-04-27,386.35,287.76
1995-04-28,389.75,291.51
1995-05-01,387.2,290.51
1995-05-02,388.55,289.37
1995-05-03,388.7,289.13
1995-05-04,390.1,288.87
1995-05-05,391.0,289.54
1995-05-08,391.0,287.36
1995-05-09,388.1,286.24
1995-05-10,383.2,284.81
1995-05-11,383.65,289.56
1995-05-12,384.6,295.37
1995-05-15,383.75,294.85
1995-05-16,383.85,294.36
1995-05-17,382.9,294.02
1995-05-18,383.0,298.0
1995-05-19,383.0,294.89
1995-05-22,381.55,295.71
1995-05-23,382.0,294.86
1995-05-24,383.1,295.09
1995-05-25,385.8,290.31
1995-05-26,385.5,286.06
1995-05-29,385.5,287.3
1995-05-30,385.75,287.12
1995-05-31,384.3,289.94
1995-06-01,383.5,291.11
1995-06-02,384.15,288.43
1995-06-05,383.25,287.11
1995-06-06,384.2,290.11
1995-06-07,385.9,290.23
1995-06-08,385.05,291.59
1995-06-09,386.4,288.51
1995-06-12,387.5,291.13
1995-06-13,387.0,291.22
1995-06-14,387.75,289.53
1995-06-15,388.5,292.75
1995-06-16,391.3,293.25
1995-06-19,390.5,292.49
1995-06-20,390.75,291.18
1995-06-21,390.7,290.96
1995-06-22,389.65,288.51
1995-06-23,389.2,288.36
1995-06-26,389.0,289.94
1995-06-27,389.4,288.53
1995-06-28,388.25,288.66
1995-06-29,387.3,287.9
1995-06-30,387.05,287.07
1995-07-03,384.5,283.73
1995-07-04,384.75,284.38
1995-07-05,384.25,284.11
1995-07-06,384.15,283.74
1995-07-07,385.75,286.31
1995-07-10,385.8,287.15
1995-07-11,384.75,286.64
1995-07-12,386.7,288.55
1995-07-13,389.2,288.16
1995-07-14,388.4,287.57
1995-07-17,388.4,288.23
1995-07-18,389.6,288.06
1995-07-19,390.45,288.95
1995-07-20,386.85,284.02
1995-07-21,385.95,284.49
1995-07-24,386.65,284.44
1995-07-25,386.7,286.05
1995-07-26,386.0,283.7
1995-07-27,385.7,283.78
1995-07-28,383.0,280.13
1995-07-31,383.35,280.74
1995-08-01,382.85,280.14
1995-08-02,382.65,282.57
1995-08-03,384.0,282.1
1995-08-04,384.0,282.21
1995-08-07,384.1,284.46
1995-08-08,384.5,285.47
1995-08-09,384.4,285.6
1995-08-10,384.05,287.85
1995-08-11,383.55,289.19
1995-08-14,383.5,289.55
1995-08-15,386.35,299.15
1995-08-16,382.0,295.23
1995-08-17,384.35,297.61
1995-08-18,384.5,296.41
1995-08-21,384.7,296.8
1995-08-22,384.05,298.44
1995-08-23,382.75,296.35
1995-08-24,384.0,297.46
1995-08-25,383.1,296.79
1995-08-28,383.1,295.14
1995-08-29,383.0,296.44
1995-08-30,381.65,295.68
1995-08-31,382.35,294.95
1995-09-01,381.5,293.97
1995-09-04,379.7,292.78
1995-09-05,379.4,292.11
1995-09-06,380.05,294.98
1995-09-07,381.45,295.3
1995-09-08,382.4,296.59
1995-09-11,382.1,295.2
1995-09-12,383.1,295.94
1995-09-13,384.9,300.24
1995-09-14,385.1,300.15
1995-09-15,385.0,299.74
1995-09-18,385.4,300.09
1995-09-19,384.85,299.6
1995-09-20,384.5,296.47
1995-09-21,383.4,291.04
1995-09-22,383.5,288.2
1995-09-25,382.75,289.62
1995-09-26,383.8,291.54
1995-09-27,383.75,289.18
1995-09-28,383.5,288.35
1995-09-29,384.0,288.98
1995-10-02,383.25,289.33
1995-10-03,382.2,290.5
1995-10-04,382.5,290.0
1995-10-05,383.25,289.94
1995-10-06,383.05,290.48
1995-10-09,384.5,288.74
1995-10-10,385.1,290.11
1995-10-11,384.5,290.38
1995-10-12,384.45,289.37
1995-10-13,383.8,290.13
1995-10-16,383.85,288.78
1995-10-17,383.4,288.28
1995-10-18,383.65,289.62
1995-10-19,381.75,286.45
1995-10-20,381.75,284.22
1995-10-23,382.55,283.47
1995-10-24,382.5,283.5
1995-10-25,382.65,284.65
1995-10-26,382.9,285.81
1995-10-27,382.6,284.39
1995-10-30,382.15,284.82
1995-10-31,382.65,285.63
1995-11-01,381.95,286.26
1995-11-02,382.05,286.35
1995-11-03,382.55,286.16
1995-11-06,382.2,285.74
1995-11-07,384.8,287.97
1995-11-08,384.8,287.66
1995-11-09,385.0,287.99
1995-11-10,389.4,290.76
1995-11-13,388.3,291.08
1995-11-14,385.85,288.3
1995-11-15,385.3,285.85
1995-11-16,385.2,286.75
1995-11-17,386.35,287.01
1995-11-20,386.3,288.21
1995-11-21,386.3,287.32
1995-11-22,384.35,285.87
1995-11-23,382.8,285.52
1995-11-24,383.45,286.41
1995-11-27,384.6,290.12
1995-11-28,388.9,293.02
1995-11-29,388.5,293.44
1995-11-30,387.8,294.55
1995-12-01,386.2,293.72
1995-12-04,385.9,292.83
1995-12-05,386.55,292.33
1995-12-06,388.4,294.59
1995-12-07,387.8,293.76
1995-12-08,388.8,295.43
1995-12-11,389.6,295.82
1995-12-12,388.8,295.99
1995-12-13,387.6,295.59
1995-12-14,385.7,292.57
1995-12-15,386.2,292.86
1995-12-18,387.2,291.93
1995-12-19,388.1,293.14
1995-12-20,387.6,293.77
1995-12-21,388.05,293.29
1995-12-22,388.05,293.22
1995-12-25,388.05,293.22
1995-12-26,388.05,291.93
1995-12-27,387.05,290.62
1995-12-28,387.0,290.69
1995-12-29,387.0,290.67
1996-01-01,387.0,290.67
1996-01-02,389.15,292.06
1996-01-03,393.4,296.26
1996-01-04,394.25,300.02
1996-01-05,395.9,298.09
1996-01-08,396.6,298.95
1996-01-09,394.55,297.84
1996-01-10,400.0,301.11
1996-01-11,399.0,300.22
1996-01-12,399.6,301.18
1996-01-15,395.55,299.03
1996-01-16,397.6,302.55
1996-01-17,397.7,304.03
1996-01-18,397.5,304.75
1996-01-19,399.1,307.46
1996-01-22,402.2,309.64
1996-01-23,403.65,311.42
1996-01-24,402.5,310.99
1996-01-25,406.6,313.82
1996-01-26,406.5,316.65
1996-01-29,404.5,314.15
1996-01-30,406.55,316.31
1996-01-31,405.55,314.78
1996-02-01,409.1,317.8
1996-02-02,414.5,321.07
1996-02-05,414.8,318.08
1996-02-06,412.3,316.52
1996-02-07,414.2,318.97
1996-02-08,407.9,314.06
1996-02-09,408.0,314.02
1996-02-12,404.5,310.66
1996-02-13,403.2,310.63
1996-02-14,403.1,309.56
1996-02-15,404.6,311.42
1996-02-16,404.85,309.72
1996-02-19,405.35,307.1
1996-02-20,402.2,306.48
1996-02-21,396.8,301.52
1996-02-22,399.65,303.51
1996-02-23,398.25,301.93
1996-02-26,399.0,301.71
1996-02-27,399.5,302.68
1996-02-28,397.55,302.35
1996-02-29,400.65,306.5
1996-03-01,398.35,305.88
1996-03-04,393.7,302.1
1996-03-05,393.6,302.58
1996-03-06,393.6,301.96
1996-03-07,393.9,302.81
1996-03-08,396.8,306.0
1996-03-11,395.75,305.03
1996-03-12,396.25,304.89
1996-03-13,396.5,304.01
1996-03-14,395.5,303.15
1996-03-15,395.7,304.25
1996-03-18,394.0,302.27
1996-03-19,395.1,303.18
1996-03-20,394.9,303.38
1996-03-21,395.8,303.83
1996-03-22,397.7,305.43
1996-03-25,397.9,305.7
1996-03-26,399.9,307.3
1996-03-27,400.35,309.8
1996-03-28,398.7,306.76
1996-03-29,396.35,304.48
1996-04-01,394.2,303.74
1996-04-02,394.35,303.53
1996-04-03,394.65,303.15
1996-04-04,393.75,302.5
1996-04-05,393.75,302.93
1996-04-08,393.75,302.12
1996-04-09,396.3,306.53
1996-04-10,394.55,306.52
1996-04-11,394.3,306.48
1996-04-12,394.75,307.37
1996-04-15,393.2,307.03
1996-04-16,393.5,307.31
1996-04-17,391.1,305.14
1996-04-18,390.5,305.22
1996-04-19,390.9,304.38
1996-04-22,391.0,305.27
1996-04-23,391.75,306.18
1996-04-24,390.8,306.13
1996-04-25,393.3,309.42
1996-04-26,391.9,308.23
1996-04-29,390.85,306.29
1996-04-30,391.3,308.65
1996-05-01,392.3,309.52
1996-05-02,392.4,309.44
1996-05-03,394.0,309.94
1996-05-06,394.0,309.55
1996-05-07,393.7,308.42
1996-05-08,394.8,308.85
1996-05-09,392.7,307.27
1996-05-10,393.2,308.81
1996-05-13,391.0,308.11
1996-05-14,390.7,308.5
1996-05-15,392.2,309.18
1996-05-16,391.9,309.48
1996-05-17,391.95,307.46
1996-05-20,390.85,307.98
1996-05-21,391.0,309.39
1996-05-22,390.8,308.98
1996-05-23,391.4,309.7
1996-05-24,390.85,309.42
1996-05-27,390.85,309.42
1996-05-28,392.0,311.26
1996-05-29,391.0,310.15
1996-05-30,391.3,308.31
1996-05-31,390.55,307.01
1996-06-03,390.7,306.62
1996-06-04,389.7,306.72
1996-06-05,387.65,304.92
1996-06-06,384.85,303.01
1996-06-07,386.6,305.06
1996-06-10,385.65,304.55
1996-06-11,384.9,303.86
1996-06-12,384.8,303.87
1996-06-13,384.7,303.78
1996-06-14,384.1,301.23
1996-06-17,385.0,300.78
1996-06-18,384.85,300.2
1996-06-19,386.3,302.03
1996-06-20,384.4,301.04
1996-06-21,383.2,300.87
1996-06-24,384.2,302.08
1996-06-25,385.1,302.7
1996-06-26,383.8,301.03
1996-06-27,382.95,299.26
1996-06-28,382.0,298.59
1996-07-01,381.55,298.48
1996-07-02,381.95,299.39
1996-07-03,381.95,299.06
1996-07-04,381.0,297.79
1996-07-05,381.5,298.96
1996-07-08,381.9,299.53
1996-07-09,382.9,299.53
1996-07-10,383.0,299.86
1996-07-11,382.7,299.08
1996-07-12,383.6,299.94
1996-07-15,382.75,298.91
1996-07-16,384.25,295.43
1996-07-17,383.4,293.98
1996-07-18,384.0,295.14
1996-07-19,384.5,294.62
1996-07-22,384.85,294.32
1996-07-23,385.1,295.36
1996-07-24,384.4,294.67
1996-07-25,384.8,293.67
1996-07-26,385.2,294.89
1996-07-29,384.5,294.22
1996-07-30,384.8,294.04
1996-07-31,385.3,293.51
1996-08-01,386.25,294.05
1996-08-02,386.35,294.92
1996-08-05,389.75,298.07
1996-08-06,388.5,297.51
1996-08-07,388.0,297.35
1996-08-08,387.6,297.16
1996-08-09,387.5,296.39
1996-08-12,387.15,295.53
1996-08-13,387.6,296.16
1996-08-14,386.7,296.33
1996-08-15,386.2,296.09
1996-08-16,386.2,297.45
1996-08-19,386.4,296.82
1996-08-20,387.1,297.45
1996-08-21,386.8,296.08
1996-08-22,387.0,298.39
1996-08-23,387.0,296.9
1996-08-26,387.0,295.36
1996-08-27,388.8,296.82
1996-08-28,388.5,296.42
1996-08-29,388.0,296.75
1996-08-30,386.45,294.9
1996-09-02,386.55,296.52
1996-09-03,387.5,296.93
1996-09-04,385.6,295.25
1996-09-05,386.0,295.73
1996-09-06,385.4,295.7
1996-09-09,384.6,295.46
1996-09-10,383.1,297.2
1996-09-11,383.5,297.98
1996-09-12,382.1,297.43
1996-09-13,382.8,298.0
1996-09-16,382.8,297.23
1996-09-17,383.45,298.37
1996-09-18,383.0,297.15
1996-09-19,382.75,297.83
1996-09-20,381.75,296.86
1996-09-23,381.0,295.86
1996-09-24,382.3,296.86
1996-09-25,382.4,296.15
1996-09-26,380.45,296.71
1996-09-27,380.7,297.18
1996-09-30,379.0,296.14
1996-10-01,378.65,295.97
1996-10-02,380.3,297.22
1996-10-03,378.85,296.59
1996-10-04,380.7,298.13
1996-10-07,380.1,297.45
1996-10-08,380.85,297.63
1996-10-09,381.35,298.45
1996-10-10,381.75,298.93
1996-10-11,380.75,298.44
1996-10-14,380.9,298.22
1996-10-15,381.0,300.19
1996-10-16,381.5,300.42
1996-10-17,380.6,300.84
1996-10-18,380.0,300.01
1996-10-21,381.0,299.69
1996-10-22,383.35,301.28
1996-10-23,383.5,299.51
1996-10-24,383.0,298.96
1996-10-25,382.55,298.43
1996-10-28,382.9,298.19
1996-10-29,381.7,295.7
1996-10-30,379.7,293.51
1996-10-31,379.5,294.25
1996-11-01,377.6,293.49
1996-11-04,378.7,293.86
1996-11-05,379.3,294.89
1996-11-06,378.0,293.75
1996-11-07,378.6,292.92
1996-11-08,378.15,292.26
1996-11-11,380.5,292.84
1996-11-12,381.9,293.93
1996-11-13,383.6,296.52
1996-11-14,383.0,296.42
1996-11-15,379.25,293.3
1996-11-18,379.1,292.03
1996-11-19,378.2,291.6
1996-11-20,379.1,290.85
1996-11-21,377.0,289.56
1996-11-22,377.0,290.24
1996-11-25,375.4,291.61
1996-11-26,373.5,291.99
1996-11-27,373.0,291.17
1996-11-28,372.65,291.77
1996-11-29,371.3,291.75
1996-12-02,370.75,292.06
1996-12-03,367.4,293.57
1996-12-04,370.9,295.7
1996-12-05,369.0,292.9
1996-12-06,370.25,291.27
1996-12-09,369.0,293.17
1996-12-10,368.25,292.2
1996-12-11,368.25,290.14
1996-12-12,368.6,290.87
1996-12-13,369.0,291.4
1996-12-16,368.25,291.9
1996-12-17,368.2,290.43
1996-12-18,368.7,292.46
1996-12-19,369.0,293.75
1996-12-20,369.0,292.53
1996-12-23,368.75,292.21
1996-12-24,368.75,292.62
1996-12-25,368.75,292.62
1996-12-26,368.75,292.68
1996-12-27,369.4,293.02
1996-12-30,369.25,293.07
1996-12-31,369.25,290.49
1997-01-01,369.25,290.49
1997-01-02,366.55,288.3
1997-01-03,364.0,289.28
1997-01-06,358.5,286.21
1997-01-07,359.0,286.15
1997-01-08,356.6,285.61
1997-01-09,356.5,286.09
1997-01-10,358.25,288.52
1997-01-13,359.6,290.57
1997-01-14,357.4,289.7
1997-01-15,354.45,286.55
1997-01-16,353.05,285.87
1997-01-17,355.75,291.15
1997-01-20,353.1,291.19
1997-01-21,354.7,292.78
1997-01-22,351.2,292.87
1997-01-23,348.0,290.41
1997-01-24,352.5,291.95
1997-01-27,353.6,294.61
1997-01-28,353.7,297.58
1997-01-29,351.1,294.35
1997-01-30,349.25,292.01
1997-01-31,345.5,288.68
1997-02-03,344.3,289.13
1997-02-04,345.7,289.98
1997-02-05,343.4,289.0
1997-02-06,342.8,288.64
1997-02-07,339.75,289.5
1997-02-10,340.4,287.6
1997-02-11,339.4,289.24
1997-02-12,337.7,289.8
1997-02-13,342.65,294.95
1997-02-14,342.4,294.64
1997-02-17,344.1,298.45
1997-02-18,345.0,298.42
1997-02-19,346.25,300.11
1997-02-20,345.0,297.93
1997-02-21,353.3,303.81
1997-02-24,353.05,301.35
1997-02-25,353.1,302.6
1997-02-26,354.75,306.37
1997-02-27,360.0,311.04
1997-02-28,358.6,310.07
1997-03-03,362.15,314.15
1997-03-04,359.4,314.25
1997-03-05,354.5,310.28
1997-03-06,353.1,310.06
1997-03-07,350.3,307.58
1997-03-10,350.25,305.08
1997-03-11,351.95,307.04
1997-03-12,351.4,306.0
1997-03-13,352.9,307.07
1997-03-14,352.8,306.82
1997-03-17,351.4,304.34
1997-03-18,346.3,298.11
1997-03-19,349.1,300.79
1997-03-20,352.0,304.25
1997-03-21,352.8,304.28
1997-03-24,350.2,302.81
1997-03-25,349.6,302.71
1997-03-26,346.05,299.56
1997-03-27,348.15,298.81
1997-03-28,348.15,298.58
1997-03-31,348.15,297.45
1997-04-01,350.0,298.98
1997-04-02,351.05,299.77
1997-04-03,348.75,297.35
1997-04-04,347.4,297.19
1997-04-07,349.0,304.44
1997-04-08,349.1,304.76
1997-04-09,347.8,305.12
1997-04-10,347.6,304.67
1997-04-11,347.95,305.81
1997-04-14,346.75,304.44
1997-04-15,343.0,303.06
1997-04-16,339.9,299.54
1997-04-17,340.4,299.6
1997-04-18,342.1,299.66
1997-04-21,342.25,298.03
1997-04-22,341.6,299.09
1997-04-23,341.0,298.59
1997-04-24,340.9,299.26
1997-04-25,342.25,301.7
1997-04-28,340.2,300.3
1997-04-29,339.25,298.96
1997-04-30,340.15,300.81
1997-05-01,339.25,298.13
1997-05-02,339.65,300.04
1997-05-05,339.65,300.56
1997-05-06,342.45,301.66
1997-05-07,341.1,299.66
1997-05-08,343.75,300.01
1997-05-09,345.85,299.49
1997-05-12,348.2,302.76
1997-05-13,348.9,302.54
1997-05-14,349.1,303.01
1997-05-15,346.4,300.37
1997-05-16,344.5,297.97
1997-05-19,340.7,296.45
1997-05-20,343.0,296.56
1997-05-21,342.7,296.38
1997-05-22,342.75,296.13
1997-05-23,342.55,295.65
1997-05-26,342.55,295.72
1997-05-27,343.65,298.55
1997-05-28,342.8,297.64
1997-05-29,343.9,298.69
1997-05-30,345.6,301.56
1997-06-02,343.9,303.05
1997-06-03,343.55,302.68
1997-06-04,341.75,301.53
1997-06-05,340.8,300.71
1997-06-06,344.0,303.74
1997-06-09,344.25,300.67
1997-06-10,343.75,301.82
1997-06-11,343.8,301.21
1997-06-12,342.2,301.07
1997-06-13,341.4,302.63
1997-06-16,341.5,301.24
1997-06-17,342.15,302.4
1997-06-18,341.6,300.81
1997-06-19,340.2,299.12
1997-06-20,338.2,298.57
1997-06-23,338.0,296.75
1997-06-24,338.35,297.33
1997-06-25,338.45,297.23
1997-06-26,336.95,296.88
1997-06-27,336.55,297.85
1997-06-30,334.55,296.89
1997-07-01,333.7,295.62
1997-07-02,332.15,296.06
1997-07-03,332.55,296.06
1997-07-04,324.45,289.65
1997-07-07,318.0,282.48
1997-07-08,320.8,287.03
1997-07-09,317.3,284.76
1997-07-10,319.8,285.41
1997-07-11,319.5,287.59
1997-07-14,321.7,293.04
1997-07-15,319.75,292.82
1997-07-16,319.5,292.12
1997-07-17,319.4,291.29
1997-07-18,324.2,295.55
1997-07-21,326.2,298.16
1997-07-22,328.25,302.52
1997-07-23,324.9,301.9
1997-07-24,321.95,299.77
1997-07-25,324.1,302.98
1997-07-28,325.75,305.71
1997-07-29,326.55,304.18
1997-07-30,327.55,306.37
1997-07-31,326.35,305.23
1997-08-01,324.1,306.46
1997-08-04,323.55,307.31
1997-08-05,321.1,307.47
1997-08-06,319.35,305.26
1997-08-07,321.0,306.43
1997-08-08,323.7,305.47
1997-08-11,327.7,309.44
1997-08-12,326.15,309.39
1997-08-13,326.2,304.49
1997-08-14,326.15,306.8
1997-08-15,324.65,300.78
1997-08-18,322.6,299.53
1997-08-19,323.45,302.54
1997-08-20,322.05,304.33
1997-08-21,323.0,303.02
1997-08-22,324.0,299.96
1997-08-25,324.0,300.29
1997-08-26,325.5,298.6
1997-08-27,324.75,299.53
1997-08-28,325.85,298.21
1997-08-29,325.35,298.45
1997-09-01,324.5,299.21
1997-09-02,322.4,300.67
1997-09-03,321.7,297.86
1997-09-04,321.7,297.68
1997-09-05,321.25,295.44
1997-09-08,321.5,296.14
1997-09-09,321.7,296.42
1997-09-10,320.8,294.18
1997-09-11,321.65,293.22
1997-09-12,323.35,291.41
1997-09-15,322.3,289.15
1997-09-16,321.0,288.87
1997-09-17,320.45,288.48
1997-09-18,320.85,289.15
1997-09-19,322.05,290.28
1997-09-22,320.85,292.85
1997-09-23,320.9,293.23
1997-09-24,322.7,291.07
1997-09-25,324.6,292.11
1997-09-26,326.65,293.42
1997-09-29,327.1,293.14
1997-09-30,332.1,298.75
1997-10-01,337.15,305.07
1997-10-02,333.35,300.27
1997-10-03,331.7,297.98
1997-10-06,332.5,298.72
1997-10-07,331.95,296.95
1997-10-08,332.6,297.33
1997-10-09,333.4,295.88
1997-10-10,328.9,293.64
1997-10-13,328.2,292.94
1997-10-14,327.75,293.16
1997-10-15,326.5,291.1
1997-10-16,327.35,290.82
1997-10-17,324.3,292.0
1997-10-20,323.9,291.99
1997-10-21,323.3,293.57
1997-10-22,322.45,292.32
1997-10-23,324.3,292.86
1997-10-24,316.65,286.46
1997-10-27,311.8,279.29
1997-10-28,312.35,274.66
1997-10-29,313.5,278.06
1997-10-30,316.75,278.16
1997-10-31,311.4,273.02
1997-11-03,313.8,277.36
1997-11-04,315.35,276.42
1997-11-05,313.5,275.12
1997-11-06,312.05,273.51
1997-11-07,308.7,268.26
1997-11-10,310.75,270.9
1997-11-11,312.65,272.5
1997-11-12,308.15,270.46
1997-11-13,308.15,270.4
1997-11-14,301.75,265.9
1997-11-17,303.75,268.12
1997-11-18,304.1,267.18
1997-11-19,305.95,269.93
1997-11-20,302.7,266.96
1997-11-21,303.9,270.55
1997-11-24,305.0,269.6
1997-11-25,300.7,267.07
1997-11-26,297.0,266.14
1997-11-27,296.0,265.92
1997-11-28,296.8,266.62
1997-12-01,294.35,266.43
1997-12-02,295.1,266.7
1997-12-03,293.0,263.91
1997-12-04,289.35,260.98
1997-12-05,287.4,260.9
1997-12-08,287.5,261.81
1997-12-09,283.25,258.82
1997-12-10,286.3,259.92
1997-12-11,284.8,257.23
1997-12-12,283.0,255.64
1997-12-15,283.6,255.9
1997-12-16,285.5,259.62
1997-12-17,287.85,259.88
1997-12-18,290.0,262.0
1997-12-19,288.9,260.58
1997-12-22,290.45,263.49
1997-12-23,292.5,264.32
1997-12-24,292.5,264.33
1997-12-25,292.5,264.33
1997-12-26,292.5,264.26
1997-12-29,293.05,266.47
1997-12-30,290.2,264.97
1997-12-31,290.2,266.06
1998-01-01,290.2,266.06
1998-01-02,288.0,264.83
1998-01-05,284.4,263.59
1998-01-06,282.8,262.86
1998-01-07,281.6,262.16
1998-01-08,281.65,260.99
1998-01-09,278.7,258.76
1998-01-12,278.9,258.72
1998-01-13,279.5,259.69
1998-01-14,282.5,262.75
1998-01-15,282.5,263.82
1998-01-16,290.0,270.37
1998-01-19,287.25,269.13
1998-01-20,288.4,270.72
1998-01-21,291.0,271.25
1998-01-22,293.8,270.23
1998-01-23,291.0,264.46
1998-01-26,302.75,276.49
1998-01-27,298.9,273.09
1998-01-28,300.0,276.55
1998-01-29,302.5,281.72
1998-01-30,304.85,284.48
1998-02-02,301.5,280.54
1998-02-03,298.35,277.11
1998-02-04,298.15,275.27
1998-02-05,298.5,272.66
1998-02-06,299.1,273.96
1998-02-09,300.6,278.5
1998-02-10,299.5,276.74
1998-02-11,298.45,277.46
1998-02-12,299.45,276.74
1998-02-13,299.15,278.74
1998-02-16,298.2,276.97
1998-02-17,299.3,278.93
