Date,USD,EUR
2005-04-05,424.6,330.72
2005-04-06,425.75,331.32
2005-04-07,428.0,331.69
2005-04-08,425.2,330.96
2005-04-11,429.0,331.03
2005-04-12,427.3,331.65
2005-04-13,427.5,331.46
2005-04-14,423.45,330.61
2005-04-15,424.6,328.37
2005-04-18,425.75,327.19
2005-04-19,427.45,327.91
2005-04-20,433.2,331.52
2005-04-21,434.0,331.08
2005-04-22,434.6,332.25
2005-04-25,432.9,333.55
2005-04-26,437.0,337.23
2005-04-27,434.35,335.04
2005-04-28,432.5,334.87
2005-04-29,435.7,337.5
2005-05-02,435.7,339.37
2005-05-03,427.9,332.03
2005-05-04,428.8,330.98
2005-05-05,429.15,331.65
2005-05-06,425.15,330.96
2005-05-09,425.5,331.74
2005-05-10,427.4,331.87
2005-05-11,426.1,332.51
2005-05-12,424.25,333.73
2005-05-13,420.0,332.11
2005-05-16,419.25,332.17
2005-05-17,420.0,332.48
2005-05-18,419.75,332.15
2005-05-19,420.8,333.45
2005-05-20,418.0,333.19
2005-05-23,418.0,332.23
2005-05-24,418.3,332.45
2005-05-25,418.4,332.21
2005-05-26,418.0,333.8
2005-05-27,418.25,333.41
2005-05-30,418.25,335.28
2005-05-31,414.45,335.65
2005-06-01,415.35,338.7
2005-06-02,420.4,342.23
2005-06-03,423.55,345.09
2005-06-06,425.85,346.71
2005-06-07,424.1,345.63
2005-06-08,424.55,344.36
2005-06-09,422.5,346.52
2005-06-10,422.55,348.57
2005-06-13,429.1,356.47
2005-06-14,426.85,354.36
2005-06-15,428.7,354.02
2005-06-16,433.0,358.31
2005-06-17,437.5,357.71
2005-06-20,439.35,361.99
2005-06-21,435.2,358.65
2005-06-22,437.0,360.19
2005-06-23,439.15,364.39
2005-06-24,440.55,364.45
2005-06-27,439.3,361.22
2005-06-28,437.0,361.77
2005-06-29,435.8,361.11
2005-06-30,437.1,361.05
2005-07-01,432.6,361.48
2005-07-04,427.4,358.96
2005-07-05,423.75,355.87
2005-07-06,423.5,355.06
2005-07-07,425.2,355.77
2005-07-08,424.4,355.64
2005-07-11,424.2,351.49
2005-07-12,426.25,349.4
2005-07-13,424.5,351.04
2005-07-14,424.3,350.56
2005-07-15,418.35,347.39
2005-07-18,420.9,349.05
2005-07-19,419.25,349.65
2005-07-20,422.15,351.4
2005-07-21,424.25,350.06
2005-07-22,425.0,350.82
2005-07-25,425.4,352.58
2005-07-26,423.25,352.05
2005-07-27,424.0,352.2
2005-07-28,426.4,352.88
2005-07-29,429.0,353.19
2005-08-01,431.65,353.57
2005-08-02,431.0,353.03
2005-08-03,434.6,352.86
2005-08-04,438.6,354.58
2005-08-05,438.25,355.22
2005-08-08,436.2,352.76
2005-08-09,433.3,350.95
2005-08-10,436.55,352.54
2005-08-11,440.75,354.29
2005-08-12,447.25,359.74
2005-08-15,443.5,358.64
2005-08-16,443.0,359.39
2005-08-17,442.0,359.22
2005-08-18,439.65,361.12
2005-08-19,439.65,362.05
2005-08-22,439.65,359.41
2005-08-23,439.35,360.02
2005-08-24,440.0,359.08
2005-08-25,438.85,357.12
2005-08-26,436.75,354.17
2005-08-29,436.75,355.96
2005-08-30,430.65,353.24
2005-08-31,433.25,352.28
2005-09-01,439.6,352.62
2005-09-02,443.6,353.54
2005-09-05,446.05,356.37
2005-09-06,444.15,355.85
2005-09-07,445.05,357.54
2005-09-08,448.55,361.37
2005-09-09,448.25,360.66
2005-09-12,448.35,364.97
2005-09-13,445.4,362.78
2005-09-14,449.3,365.15
2005-09-15,454.8,372.25
2005-09-16,457.2,374.25
2005-09-19,464.5,382.38
2005-09-20,464.8,381.84
2005-09-21,469.1,383.67
2005-09-22,466.25,383.89
2005-09-23,462.65,383.34
2005-09-26,461.7,383.74
2005-09-27,464.1,386.6
2005-09-28,464.0,386.39
2005-09-29,472.4,393.29
2005-09-30,473.25,392.53
2005-10-03,466.1,391.37
2005-10-04,467.45,391.58
2005-10-05,463.5,387.72
2005-10-06,471.8,388.84
2005-10-07,472.7,390.16
2005-10-10,473.2,392.88
2005-10-11,475.5,396.4
2005-10-12,475.1,394.98
2005-10-13,469.5,393.45
2005-10-14,466.0,386.05
2005-10-17,474.5,394.45
2005-10-18,472.0,395.69
2005-10-19,465.9,388.75
2005-10-20,464.3,387.55
2005-10-21,462.85,385.21
2005-10-24,466.1,389.08
2005-10-25,472.25,390.31
2005-10-26,473.2,391.77
2005-10-27,474.4,390.6
2005-10-28,470.75,389.03
2005-10-31,470.75,393.03
2005-11-01,459.5,383.22
2005-11-02,460.8,381.92
2005-11-03,461.85,384.71
2005-11-04,460.5,389.81
2005-11-07,456.5,387.04
2005-11-08,461.6,392.57
2005-11-09,462.55,394.21
2005-11-10,467.0,397.57
2005-11-11,466.75,398.74
2005-11-14,467.5,399.52
2005-11-15,468.25,401.12
2005-11-16,475.75,407.93
2005-11-17,486.15,414.57
2005-11-18,485.85,415.03
2005-11-21,488.95,416.5
2005-11-22,492.6,420.4
2005-11-23,487.6,413.52
2005-11-24,493.4,418.58
2005-11-25,495.9,422.67
2005-11-28,496.0,420.57
2005-11-29,496.0,421.68
2005-11-30,495.65,420.42
2005-12-01,499.75,426.66
2005-12-02,502.5,429.76
2005-12-05,505.65,429.96
2005-12-06,504.25,428.17
2005-12-07,515.4,439.67
2005-12-08,515.7,436.09
2005-12-09,525.5,444.08
2005-12-12,536.5,448.82
2005-12-13,522.5,437.88
2005-12-14,509.5,423.52
2005-12-15,506.25,423.69
2005-12-16,507.0,422.31
2005-12-19,508.75,424.15
2005-12-20,502.5,422.68
2005-12-21,489.0,413.95
2005-12-22,500.0,421.39
2005-12-23,500.0,421.28
2005-12-26,500.0,421.28
2005-12-27,500.0,421.5
2005-12-28,518.0,434.73
2005-12-29,513.0,433.13
2005-12-30,513.0,434.91
2006-01-02,513.0,434.91
2006-01-03,530.0,442.5
2006-01-04,529.5,438.02
2006-01-05,524.75,433.95
2006-01-06,535.25,440.66
2006-01-09,541.5,448.43
2006-01-10,543.5,450.31
2006-01-11,544.4,449.97
2006-01-12,542.5,450.64
2006-01-13,548.25,454.02
2006-01-16,561.75,463.47
2006-01-17,553.25,458.54
2006-01-18,545.0,450.39
2006-01-19,554.75,457.88
2006-01-20,567.25,469.03
2006-01-23,554.5,451.46
2006-01-24,557.25,453.95
2006-01-25,561.75,458.07
2006-01-26,556.5,454.32
2006-01-27,561.75,462.86
2006-01-30,565.0,467.58
2006-01-31,568.75,468.38
2006-02-01,568.25,469.65
2006-02-02,572.15,473.34
2006-02-03,569.0,474.15
2006-02-06,569.75,475.62
2006-02-07,558.7,467.43
2006-02-08,548.75,459.19
2006-02-09,560.25,468.77
2006-02-10,557.0,467.62
2006-02-13,549.3,461.34
2006-02-14,539.7,454.54
2006-02-15,540.5,454.26
2006-02-16,538.75,453.32
2006-02-17,551.7,462.78
2006-02-20,554.5,464.15
2006-02-21,554.0,465.57
2006-02-22,553.0,465.59
2006-02-23,551.2,462.36
2006-02-24,554.15,466.91
2006-02-27,553.25,466.58
2006-02-28,556.0,466.35
2006-03-01,564.25,472.91
2006-03-02,563.75,470.44
2006-03-03,565.0,470.38
2006-03-06,565.25,470.67
2006-03-07,553.0,465.27
2006-03-08,544.75,457.02
2006-03-09,550.1,461.44
2006-03-10,535.0,450.3
2006-03-13,543.5,455.71
2006-03-14,545.8,454.13
2006-03-15,556.5,462.42
2006-03-16,552.75,454.77
2006-03-17,552.75,454.13
2006-03-20,555.75,456.52
2006-03-21,547.5,452.8
2006-03-22,550.75,455.64
2006-03-23,546.5,456.04
2006-03-24,556.75,463.44
2006-03-27,565.0,469.64
2006-03-28,567.5,469.61
2006-03-29,565.0,470.85
2006-03-30,584.0,480.99
2006-03-31,582.0,480.93
2006-04-03,587.0,484.54
2006-04-04,588.0,479.55
2006-04-05,586.5,478.01
2006-04-06,592.5,484.46
2006-04-07,589.75,486.85
2006-04-10,597.25,493.41
2006-04-11,597.75,492.89
2006-04-12,597.25,493.17
2006-04-13,593.0,490.55
2006-04-14,593.0,490.55
2006-04-17,593.0,482.88
2006-04-18,614.75,500.51
2006-04-19,624.75,506.57
2006-04-20,625.0,507.86
2006-04-21,623.5,505.33
2006-04-24,622.5,503.38
2006-04-25,634.75,511.71
2006-04-26,635.5,510.79
2006-04-27,638.0,508.79
2006-04-28,644.0,511.25
2006-05-01,644.0,510.36
2006-05-02,661.0,522.8
2006-05-03,673.6,534.16
2006-05-04,673.5,530.84
2006-05-05,678.0,532.24
2006-05-08,675.5,531.16
2006-05-09,691.25,541.67
2006-05-10,699.9,546.95
2006-05-11,715.5,558.09
2006-05-12,725.0,562.78
2006-05-15,687.5,535.79
2006-05-16,692.0,538.58
2006-05-17,699.5,547.06
2006-05-18,693.5,541.35
2006-05-19,651.5,512.77
2006-05-22,652.5,509.19
2006-05-23,666.75,518.89
2006-05-24,648.5,508.17
2006-05-25,642.5,502.76
2006-05-26,642.25,504.89
2006-05-29,642.25,503.51
2006-05-30,660.5,512.47
2006-05-31,653.0,508.39
2006-06-01,625.0,487.6
2006-06-02,632.25,488.96
2006-06-05,641.8,495.92
2006-06-06,627.0,489.29
2006-06-07,617.75,483.54
2006-06-08,614.0,485.86
2006-06-09,616.0,487.13
2006-06-12,609.2,484.09
2006-06-13,586.5,466.87
2006-06-14,567.75,449.97
2006-06-15,569.5,451.18
2006-06-16,574.0,454.13
2006-06-19,571.0,454.85
2006-06-20,567.0,450.95
2006-06-21,574.6,454.53
2006-06-22,584.5,464.83
2006-06-23,579.6,463.07
2006-06-26,583.5,464.88
2006-06-27,588.75,467.43
2006-06-28,582.75,465.18
2006-06-29,589.25,469.95
2006-06-30,613.5,479.8
2006-07-03,622.95,486.58
2006-07-04,622.0,485.99
2006-07-05,623.0,489.88
2006-07-06,626.0,490.88
2006-07-07,631.5,492.49
2006-07-10,626.0,491.42
2006-07-11,630.75,494.69
2006-07-12,650.0,512.32
2006-07-13,649.5,511.68
2006-07-14,663.25,524.95
2006-07-17,652.5,521.23
2006-07-18,645.0,516.31
2006-07-19,641.6,510.6
2006-07-20,642.5,508.05
2006-07-21,634.0,499.74
2006-07-24,605.7,479.74
2006-07-25,618.75,490.02
2006-07-26,614.3,486.94
2006-07-27,639.0,501.83
2006-07-28,637.1,499.08
2006-07-31,632.5,495.63
2006-08-01,637.25,500.1
2006-08-02,654.4,510.83
2006-08-03,644.4,503.75
2006-08-04,652.25,505.84
2006-08-07,649.75,505.27
2006-08-08,646.0,503.21
2006-08-09,649.0,503.71
2006-08-10,644.75,504.72
2006-08-11,644.5,504.88
2006-08-14,624.6,490.09
2006-08-15,625.5,489.19
2006-08-16,629.75,489.98
2006-08-17,625.5,486.32
2006-08-18,613.9,478.84
2006-08-21,625.0,483.76
2006-08-22,622.75,486.01
2006-08-23,628.1,490.88
2006-08-24,623.75,487.51
2006-08-25,621.25,487.39
2006-08-28,621.25,485.71
2006-08-29,613.4,480.89
2006-08-30,617.75,481.43
2006-08-31,623.5,487.09
2006-09-01,621.05,485.06
2006-09-04,626.75,487.19
2006-09-05,637.75,497.99
2006-09-06,635.4,496.85
2006-09-07,621.5,488.16
2006-09-08,610.0,481.51
2006-09-11,588.0,463.27
2006-09-12,590.7,465.5
2006-09-13,589.0,464.6
2006-09-14,584.4,458.37
2006-09-15,573.6,453.42
2006-09-18,580.5,457.61
2006-09-19,583.5,459.3
2006-09-20,580.25,456.8
2006-09-21,578.75,454.96
2006-09-22,589.0,460.07
2006-09-25,584.75,459.01
2006-09-26,591.0,466.29
2006-09-27,593.75,467.21
2006-09-28,603.0,475.23
2006-09-29,599.25,473.06
2006-10-02,600.6,471.26
2006-10-03,582.25,457.06
2006-10-04,573.6,452.1
2006-10-05,573.3,451.83
2006-10-06,560.75,445.52
2006-10-09,575.25,456.46
2006-10-10,571.4,455.72
2006-10-11,574.1,457.5
2006-10-12,573.0,457.08
2006-10-13,586.1,469.09
2006-10-16,595.1,475.45
2006-10-17,590.0,470.51
2006-10-18,594.0,474.69
2006-10-19,597.25,474.14
2006-10-20,596.6,473.36
2006-10-23,582.75,464.32
2006-10-24,575.6,458.77
2006-10-25,580.75,461.37
2006-10-26,596.25,470.62
2006-10-27,596.25,468.62
2006-10-30,608.5,478.51
2006-10-31,603.75,473.03
2006-11-01,614.1,480.8
2006-11-02,620.75,486.2
2006-11-03,622.75,490.22
2006-11-06,626.1,492.51
2006-11-07,625.75,488.85
2006-11-08,623.2,488.5
2006-11-09,625.25,488.72
2006-11-10,629.3,489.37
2006-11-13,623.5,486.6
2006-11-14,627.0,489.4
2006-11-15,617.75,482.33
2006-11-16,624.75,487.84
2006-11-17,620.5,483.73
2006-11-20,625.5,488.04
2006-11-21,624.5,486.88
2006-11-22,631.8,488.46
2006-11-23,630.25,486.66
2006-11-24,639.5,488.45
2006-11-27,638.75,486.72
2006-11-28,637.0,484.39
2006-11-29,637.5,484.7
2006-11-30,646.7,487.87
2006-12-01,648.75,486.48
2006-12-04,646.0,484.82
2006-12-05,645.9,485.37
2006-12-06,636.0,477.6
2006-12-07,627.75,472.12
2006-12-08,637.4,478.62
2006-12-11,626.75,474.25
2006-12-12,628.0,474.3
2006-12-13,624.0,471.96
2006-12-14,627.4,476.37
2006-12-15,623.75,476.53
2006-12-18,614.0,469.9
2006-12-19,620.5,471.15
2006-12-20,619.25,469.7
2006-12-21,620.5,471.34
2006-12-22,620.5,471.67
2006-12-25,620.5,471.67
2006-12-26,620.5,472.4
2006-12-27,628.5,478.84
2006-12-28,632.0,480.85
2006-12-29,632.0,479.28
2007-01-01,632.0,479.28
2007-01-02,639.75,481.83
2007-01-03,642.6,486.98
2007-01-04,628.7,480.31
2007-01-05,609.5,469.08
2007-01-08,609.5,468.54
2007-01-09,609.6,468.87
2007-01-10,608.4,469.93
2007-01-11,612.0,474.77
2007-01-12,619.75,479.22
2007-01-15,627.0,484.75
2007-01-16,627.05,484.94
2007-01-17,626.5,483.84
2007-01-18,635.0,490.37
2007-01-19,629.0,485.92
2007-01-22,639.0,493.19
2007-01-23,642.5,493.0
2007-01-24,642.1,495.28
2007-01-25,651.75,502.25
2007-01-26,645.5,500.21
2007-01-29,644.75,498.43
2007-01-30,645.2,497.97
2007-01-31,650.5,500.6
2007-02-01,660.2,506.97
2007-02-02,645.7,497.67
2007-02-05,649.4,502.42
2007-02-06,653.25,504.38
2007-02-07,653.75,502.25
2007-02-08,656.0,503.13
2007-02-09,664.5,511.25
2007-02-12,664.55,512.67
2007-02-13,667.8,513.16
2007-02-14,668.25,509.12
2007-02-15,664.75,505.8
2007-02-16,665.1,506.84
2007-02-19,670.75,510.44
2007-02-20,663.9,504.73
2007-02-21,661.25,503.6
2007-02-22,676.6,516.19
2007-02-23,683.0,518.74
2007-02-26,685.75,520.67
2007-02-27,676.2,510.55
2007-02-28,664.2,502.82
2007-03-01,670.4,509.25
2007-03-02,651.9,494.93
2007-03-05,636.75,486.11
2007-03-06,643.75,491.13
2007-03-07,646.4,491.73
2007-03-08,654.25,498.46
2007-03-09,652.25,497.39
2007-03-12,647.75,491.26
2007-03-13,650.8,493.05
2007-03-14,643.25,486.33
2007-03-15,648.5,489.53
2007-03-16,653.2,490.89
2007-03-19,655.0,492.54
2007-03-20,659.0,495.84
2007-03-21,658.75,495.13
2007-03-22,663.0,496.31
2007-03-23,656.25,493.37
2007-03-26,663.0,497.28
2007-03-27,664.0,497.47
2007-03-28,666.75,498.78
2007-03-29,661.0,495.74
2007-03-30,661.75,497.13
2007-04-02,658.25,492.17
2007-04-03,664.25,496.73
2007-04-04,672.25,502.64
2007-04-05,673.5,501.25
2007-04-06,673.5,501.25
2007-04-09,673.5,503.87
2007-04-10,677.4,503.92
2007-04-11,678.2,504.67
2007-04-12,677.25,501.8
2007-04-13,681.75,504.5
2007-04-16,686.5,506.7
2007-04-17,688.0,506.98
2007-04-18,688.75,507.05
2007-04-19,681.9,501.12
2007-04-20,691.4,508.63
2007-04-23,688.7,507.67
2007-04-24,688.4,505.34
2007-04-25,684.0,500.71
2007-04-26,673.0,494.65
2007-04-27,677.5,496.1
2007-04-30,677.0,496.06
2007-05-01,673.6,495.42
2007-05-02,669.5,492.44
2007-05-03,674.2,497.0
2007-05-04,688.8,506.94
2007-05-07,688.8,505.67
2007-05-08,684.25,505.86
2007-05-09,683.0,504.0
2007-05-10,673.5,498.41
2007-05-11,669.0,494.73
2007-05-14,670.2,495.03
2007-05-15,668.25,491.49
2007-05-16,667.75,491.95
2007-05-17,656.75,486.79
2007-05-18,657.0,486.87
2007-05-21,658.0,488.95
2007-05-22,662.0,491.74
2007-05-23,662.05,490.79
2007-05-24,659.0,490.49
2007-05-25,655.3,486.98
2007-05-28,655.3,486.98
2007-05-29,660.15,489.6
2007-05-30,652.65,485.95
2007-05-31,659.1,489.8
2007-06-01,666.5,496.7
2007-06-04,671.1,497.74
2007-06-05,671.5,496.58
2007-06-06,669.7,496.35
2007-06-07,668.75,496.9
2007-06-08,655.25,490.47
2007-06-11,650.3,487.32
2007-06-12,647.25,486.05
2007-06-13,647.65,486.79
2007-06-14,653.25,490.7
2007-06-15,653.1,488.7
2007-06-18,656.0,489.72
2007-06-19,656.3,489.47
2007-06-20,657.7,490.18
2007-06-21,650.5,485.5
2007-06-22,652.85,486.17
2007-06-25,650.75,483.74
2007-06-26,647.0,480.67
2007-06-27,642.1,478.06
2007-06-28,647.25,480.71
2007-06-29,650.5,481.66
2007-07-02,654.75,480.43
2007-07-03,654.25,480.66
2007-07-04,654.15,480.16
2007-07-05,651.0,478.69
2007-07-06,648.75,475.92
2007-07-09,661.25,485.23
2007-07-10,661.7,482.31
2007-07-11,663.0,481.27
2007-07-12,667.25,484.55
2007-07-13,666.5,483.87
2007-07-16,666.0,483.54
2007-07-17,666.5,483.48
2007-07-18,666.75,482.85
2007-07-19,674.5,487.97
2007-07-20,681.6,492.68
2007-07-23,682.0,493.58
2007-07-24,684.3,494.99
2007-07-25,674.75,492.32
2007-07-26,670.0,488.36
2007-07-27,660.5,483.69
2007-07-30,661.5,483.43
2007-07-31,665.5,486.17
2007-08-01,665.75,486.82
2007-08-02,666.25,487.26
2007-08-03,670.5,487.09
2007-08-06,671.5,486.75
2007-08-07,668.0,485.31
2007-08-08,675.5,488.87
2007-08-09,662.6,483.46
2007-08-10,668.5,488.72
2007-08-13,668.75,491.17
2007-08-14,668.35,492.47
2007-08-15,667.25,495.38
2007-08-16,662.25,494.16
2007-08-17,657.5,486.48
2007-08-20,659.5,489.26
2007-08-21,657.5,487.42
2007-08-22,659.5,487.96
2007-08-23,660.75,486.76
2007-08-24,660.85,484.55
2007-08-27,660.85,484.44
2007-08-28,666.0,488.18
2007-08-29,664.25,486.72
2007-08-30,666.0,488.4
2007-08-31,672.0,492.94
2007-09-03,672.0,493.72
2007-09-04,678.75,499.54
2007-09-05,680.25,498.33
2007-09-06,688.15,502.61
2007-09-07,701.0,509.32
2007-09-10,703.5,510.06
2007-09-11,704.15,508.98
2007-09-12,706.0,508.44
2007-09-13,704.5,507.53
2007-09-14,716.35,516.53
2007-09-17,719.0,518.48
2007-09-18,714.75,515.34
2007-09-19,725.15,519.54
2007-09-20,734.5,521.42
2007-09-21,737.0,522.94
2007-09-24,730.0,518.01
2007-09-25,728.5,515.81
2007-09-26,734.75,520.31
2007-09-27,731.75,517.08
2007-09-28,743.0,522.45
2007-10-01,742.5,521.33
2007-10-02,731.0,516.48
2007-10-03,730.25,516.24
2007-10-04,725.5,513.25
2007-10-05,737.0,521.12
2007-10-08,733.75,521.7
2007-10-09,736.0,522.41
2007-10-10,741.25,523.35
2007-10-11,749.0,526.08
2007-10-12,749.5,528.88
2007-10-15,758.85,533.48
2007-10-16,756.75,534.58
2007-10-17,762.5,537.1
2007-10-18,764.15,535.14
2007-10-19,763.0,535.42
2007-10-22,751.25,531.09
2007-10-23,758.25,532.42
2007-10-24,757.5,532.38
2007-10-25,767.5,536.47
2007-10-26,779.15,541.58
2007-10-29,788.5,547.44
2007-10-30,783.25,543.04
2007-10-31,789.5,545.71
2007-11-01,790.25,547.47
2007-11-02,796.5,550.01
2007-11-05,804.75,556.13
2007-11-06,822.5,565.25
2007-11-07,834.5,569.04
2007-11-08,841.1,572.62
2007-11-09,831.5,566.47
2007-11-12,803.5,552.75
2007-11-13,804.25,550.76
2007-11-14,813.5,553.76
2007-11-15,794.0,542.81
2007-11-16,789.75,539.72
2007-11-19,778.85,531.47
2007-11-20,795.5,538.21
2007-11-21,798.0,538.33
2007-11-22,803.25,540.96
2007-11-23,815.25,550.83
2007-11-26,830.0,559.32
2007-11-27,810.75,545.57
2007-11-28,801.75,543.32
2007-11-29,794.5,537.86
2007-11-30,783.5,533.77
2007-12-03,784.25,535.01
2007-12-04,797.5,540.55
2007-12-05,793.0,541.06
2007-12-06,801.5,548.18
2007-12-07,792.5,540.83
2007-12-10,809.5,550.17
2007-12-11,808.75,550.41
2007-12-12,814.0,554.55
2007-12-13,800.7,548.33
2007-12-14,789.5,546.92
2007-12-17,790.75,549.99
2007-12-18,804.25,558.41
2007-12-19,799.75,555.86
2007-12-20,795.25,554.39
2007-12-21,810.5,563.96
2007-12-24,810.5,562.71
2007-12-25,810.5,562.71
2007-12-26,810.5,558.87
2007-12-27,829.0,569.04
2007-12-28,833.75,567.0
2007-12-31,833.75,570.26
2008-01-01,833.75,570.26
2008-01-02,846.75,575.02
2008-01-03,858.85,583.36
2008-01-04,855.0,578.7
2008-01-07,859.25,583.83
2008-01-08,873.5,593.63
2008-01-09,877.0,597.88
2008-01-10,884.25,600.08
2008-01-11,891.0,602.37
2008-01-14,902.0,606.16
2008-01-15,913.0,614.67
2008-01-16,889.75,605.95
2008-01-17,888.25,604.72
2008-01-18,882.0,603.1
2008-01-21,871.25,601.73
2008-01-22,875.0,598.72
2008-01-23,888.25,610.21
2008-01-24,909.25,618.01
2008-01-25,918.25,624.77
2008-01-28,921.75,622.99
2008-01-29,924.5,626.04
2008-01-30,919.0,621.55
2008-01-31,923.25,623.56
2008-02-01,914.75,617.14
2008-02-04,893.75,603.25
2008-02-05,887.5,606.11
2008-02-06,903.0,616.07
2008-02-07,899.75,620.37
2008-02-08,916.25,632.05
2008-02-11,918.0,633.26
2008-02-12,917.0,628.45
2008-02-13,899.0,617.25
2008-02-14,906.0,619.59
2008-02-15,912.5,621.23
2008-02-18,903.25,616.51
2008-02-19,924.0,626.67
2008-02-20,920.0,628.09
2008-02-21,945.0,638.92
2008-02-22,943.0,636.54
2008-02-25,937.75,632.31
2008-02-26,937.0,629.6
2008-02-27,959.5,635.45
2008-02-28,959.75,632.31
2008-02-29,971.5,639.94
2008-03-03,988.5,650.26
2008-03-04,984.75,646.39
2008-03-05,974.5,638.24
2008-03-06,976.5,635.89
2008-03-07,972.5,633.32
2008-03-10,969.25,630.63
2008-03-11,970.0,632.85
2008-03-12,975.5,629.58
2008-03-13,995.0,638.58
2008-03-14,1003.5,643.04
2008-03-17,1011.25,641.47
2008-03-18,1006.75,637.81
2008-03-19,958.5,612.75
2008-03-20,925.75,600.49
2008-03-21,925.75,600.49
2008-03-24,925.75,601.35
2008-03-25,926.75,594.28
2008-03-26,946.75,600.75
2008-03-27,946.75,599.27
2008-03-28,934.25,592.85
2008-03-31,933.5,589.13
2008-04-01,887.75,569.23
2008-04-02,890.0,570.15
2008-04-03,896.5,573.39
2008-04-04,905.5,575.19
2008-04-07,926.5,589.66
2008-04-08,915.0,582.52
2008-04-09,917.0,581.23
2008-04-10,928.0,587.75
2008-04-11,927.75,586.44
2008-04-14,926.5,584.86
2008-04-15,929.75,588.32
2008-04-16,945.0,592.46
2008-04-17,946.0,594.84
2008-04-18,908.75,577.66
2008-04-21,918.5,577.0
2008-04-22,918.0,574.52
2008-04-23,898.5,565.9
2008-04-24,895.5,570.36
2008-04-25,891.5,569.3
2008-04-28,890.5,569.28
2008-04-29,880.0,563.81
2008-04-30,871.0,559.45
2008-05-01,853.0,552.09
2008-05-02,853.5,554.06
2008-05-05,853.5,551.3
2008-05-06,880.0,565.75
2008-05-07,868.25,563.87
2008-05-08,877.0,568.72
2008-05-09,876.0,567.63
2008-05-12,883.5,569.94
2008-05-13,865.0,558.61
2008-05-14,866.5,560.57
2008-05-15,881.25,569.37
2008-05-16,897.0,576.77
2008-05-19,906.5,584.29
2008-05-20,914.5,584.81
2008-05-21,923.0,585.38
2008-05-22,922.75,587.16
2008-05-23,927.5,588.2
2008-05-26,927.5,587.92
2008-05-27,906.75,576.79
2008-05-28,902.5,577.51
2008-05-29,883.0,568.49
2008-05-30,885.75,569.96
2008-06-02,888.25,572.01
2008-06-03,879.25,568.71
2008-06-04,883.5,571.9
2008-06-05,878.75,565.6
2008-06-06,890.5,565.95
2008-06-09,896.25,569.79
2008-06-10,878.0,567.09
2008-06-11,876.25,564.01
2008-06-12,862.25,559.19
2008-06-13,866.0,564.41
2008-06-16,888.25,574.51
2008-06-17,881.5,568.54
2008-06-18,887.5,571.97
2008-06-19,903.0,583.01
2008-06-20,907.5,580.52
2008-06-23,881.0,568.92
2008-06-24,889.5,570.47
2008-06-25,882.75,567.12
2008-06-26,909.5,577.52
2008-06-27,919.5,583.79
2008-06-30,930.25,590.43
2008-07-01,937.5,595.07
2008-07-02,935.25,589.49
2008-07-03,934.0,594.36
2008-07-04,931.25,593.46
2008-07-07,916.75,585.28
2008-07-08,921.0,587.39
2008-07-09,927.25,589.46
2008-07-10,939.5,594.85
2008-07-11,962.75,605.14
2008-07-14,968.0,608.9
2008-07-15,986.0,617.35
2008-07-16,977.5,617.83
2008-07-17,965.5,607.9
2008-07-18,959.75,605.44
2008-07-21,960.5,605.59
2008-07-22,961.5,607.14
2008-07-23,926.5,590.26
2008-07-24,928.0,592.16
2008-07-25,920.5,587.41
2008-07-28,923.5,586.81
2008-07-29,916.75,587.91
2008-07-30,897.5,576.89
2008-07-31,918.0,588.37
2008-08-01,912.5,586.38
2008-08-04,905.75,580.26
2008-08-05,882.0,569.53
2008-08-06,879.5,570.42
2008-08-07,871.5,566.77
2008-08-08,852.5,567.14
2008-08-11,852.5,568.35
2008-08-12,817.75,548.48
2008-08-13,818.5,550.51
2008-08-14,818.0,549.09
2008-08-15,786.5,535.42
2008-08-18,796.25,541.57
2008-08-19,788.75,536.47
2008-08-20,815.75,553.88
2008-08-21,833.5,560.05
2008-08-22,824.0,556.17
2008-08-25,824.0,557.59
2008-08-26,827.0,564.49
2008-08-27,827.0,562.3
2008-08-28,838.25,569.37
2008-08-29,833.0,565.8
2008-09-01,822.25,563.59
2008-09-02,798.5,549.87
2008-09-03,803.5,555.73
2008-09-04,805.75,560.15
2008-09-05,808.5,566.79
2008-09-08,808.0,568.79
2008-09-09,781.75,553.12
2008-09-10,775.75,551.92
2008-09-11,740.75,532.05
2008-09-12,750.25,529.3
2008-09-15,775.0,546.18
2008-09-16,779.5,552.0
2008-09-17,813.0,572.8
2008-09-18,863.0,600.31
2008-09-19,869.0,603.18
2008-09-22,889.0,607.39
2008-09-23,899.0,610.46
2008-09-24,896.0,611.0
2008-09-25,888.5,605.72
2008-09-26,902.0,617.53
2008-09-29,905.0,626.97
2008-09-30,884.5,629.69
2008-10-01,880.0,628.48
2008-10-02,852.0,617.28
2008-10-03,828.0,599.67
2008-10-06,875.5,648.57
2008-10-07,876.75,642.9
2008-10-08,903.5,662.12
2008-10-09,883.5,647.28
2008-10-10,900.5,666.74
2008-10-13,831.5,612.0
2008-10-14,832.5,610.72
2008-10-15,847.0,623.64
2008-10-16,802.5,598.66
2008-10-17,784.5,583.21
2008-10-20,795.0,597.41
2008-10-21,772.0,585.45
2008-10-22,744.0,576.43
2008-10-23,720.0,558.85
2008-10-24,712.5,559.44
2008-10-27,730.5,586.79
2008-10-28,730.5,585.57
2008-10-29,764.0,594.51
