DATE,OECDCPALTT01GYM
2010-07-01,1.57599351207056
2010-08-01,1.51515953625281
2010-09-01,1.6301352185686
2010-10-01,1.78096790748981
2010-11-01,1.72528929961843
2010-12-01,1.96737445881579
2011-01-01,2.04469744124544
2011-02-01,2.26708118205453
2011-03-01,2.55911179092824
2011-04-01,2.79195020770716
2011-05-01,3.03922068220785
2011-06-01,3.00169315322219
2011-07-01,3.0786624535916
2011-08-01,3.1643823983847
2011-09-01,3.21635554225135
2011-10-01,3.08100553439884
2011-11-01,3.07936890649927
2011-12-01,2.85086216367256
2012-01-01,2.79241596635366
2012-02-01,2.78955737963405
2012-03-01,2.64629963013576
2012-04-01,2.46316936015552
2012-05-01,2.06391664894795
2012-06-01,2.00036075220556
2012-07-01,1.88201731450144
2012-08-01,2.05786872499573
2012-09-01,2.21303169230971
2012-10-01,2.23556880729159
2012-11-01,1.93818111046761
2012-12-01,1.86213585586037
2013-01-01,1.7280380674664
2013-02-01,1.81668965646381
2013-03-01,1.57720724396829
2013-04-01,1.26738601179478
2013-05-01,1.49431558065021
2013-06-01,1.8074435692859
2013-07-01,1.96663796329773
2013-08-01,1.70146522158268
2013-09-01,1.49673014162001
2013-10-01,1.30346953506568
2013-11-01,1.46519754943202
2013-12-01,1.63699910797083
2014-01-01,1.6559788685978
2014-02-01,1.45544021817645
2014-03-01,1.58047908051599
2014-04-01,2.03169623172757
2014-05-01,2.09405695729514
2014-06-01,2.0710269465981
2014-07-01,1.97481041190462
2014-08-01,1.83466502747236
2014-09-01,1.75870800192628
2014-10-01,1.757522223535
2014-11-01,1.54597403316169
2014-12-01,1.13322282358425
2015-01-01,0.586701926042159
2015-02-01,0.647388790330293
2015-03-01,0.690455420423175
2015-04-01,0.553867521641371
2015-05-01,0.689275363719792
2015-06-01,0.702412737160481
2015-07-01,0.681781047916206
2015-08-01,0.669670305314839
2015-09-01,0.532728044054714
2015-10-01,0.685186699549307
2015-11-01,0.804190797872506
2015-12-01,0.962847983335252
2016-01-01,1.28617564354974
2016-02-01,1.06102350874158
2016-03-01,0.938622605748004
2016-04-01,0.947346359464803
2016-05-01,0.919045083278229
2016-06-01,1.00487078478149
2016-07-01,0.992856610232809
2016-08-01,1.05725798638681
2016-09-01,1.28457634286509
2016-10-01,1.45193326803121
2016-11-01,1.54204020753406
2016-12-01,1.87699799126376
2017-01-01,2.35861596194841
2017-02-01,2.55075958792877
2017-03-01,2.35825084755171
2017-04-01,2.39640363390961
2017-05-01,2.16005891718523
2017-06-01,1.97188093093673
2017-07-01,2.00691417838117
2017-08-01,2.22033520057313
2017-09-01,2.37805242487537
2017-10-01,2.22378916352938
2017-11-01,2.41177702157496
2017-12-01,2.34415910702215
2018-01-01,2.19468658274002
2018-02-01,2.21074350631097
2018-03-01,2.28461054544658
2018-04-01,2.27308357510045
2018-05-01,2.61218679197736
2018-06-01,2.78980693957981
2018-07-01,2.88801022633733
2018-08-01,2.89681660128313
2018-09-01,2.91324532642894
2018-10-01,3.10954151385906
2018-11-01,2.70633395448888
2018-12-01,2.39142597298429
2019-01-01,2.11182670178108
2019-02-01,2.09270208941631
2019-03-01,2.28183802217084
2019-04-01,2.48578732853274
2019-05-01,2.26567935189583
2019-06-01,2.08297078713198
2019-07-01,2.15840020238423
2019-08-01,1.96263095267858
2019-09-01,1.67932396631888
2019-10-01,1.65041528712099
2019-11-01,1.89662332599633
2019-12-01,2.16837992655698
2020-01-01,2.38168927063449
2020-02-01,2.27683717194022
2020-03-01,1.75223780041226
2020-04-01,0.856804402175896
2020-05-01,0.709146595279759
2020-06-01,1.08752187130478
2020-07-01,1.20428075990677
2020-08-01,1.28355466088056
2020-09-01,1.30381994484315
2020-10-01,1.1827138745549
2020-11-01,1.17342635475481
2020-12-01,1.24340948576365
2021-01-01,1.55683556844368
2021-02-01,1.74614619258457
2021-03-01,2.393951288197
2021-04-01,3.3364117025581
2021-05-01,3.85366184340528
2021-06-01,4.04447279640054
2021-07-01,4.2340477199745
2021-08-01,4.3521205234926
2021-09-01,4.59687765796465
2021-10-01,5.23523318679025
2021-11-01,5.8650400929713
2021-12-01,6.55740923975639
2022-01-01,7.18224552442452
2022-02-01,7.75966148958386
2022-03-01,8.77112186861372
2022-04-01,9.18900358643014
2022-05-01,9.65890581287872
2022-06-01,10.2686279429823
2022-07-01,10.240409118214
2022-08-01,10.2601068683569
2022-09-01,10.5455844024593
